Features,Importance Correlation ,,,,Features,Importance Random forest,,,Most important,,,12384.2,12434,34601,428505704.2,430228834,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8736.2,8647,7407,64709033.4,64048329,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9345.4,9588,17068,159507287.2,163647984,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13476.5,14178,7314,98567121,103697892,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10218,10218,20532,209795976,209795976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12794.8,12144,4657,59585383.6,56554608,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11240.1,11080,7822,87920062.2,86667760,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10773.6,9630,8208,88429708.8,79043040,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8512.1,8338,6907,58793074.7,57590566,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7530.7,7364,28106,211657854.2,206972584,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9372.5,8963,73192,685992020,656019896,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8748.9,8777,7628,66736609.2,66950956,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9746.7,9918,11891,115898009.7,117934938,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10007.7,10422,13498,135083934.6,140676156,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11010.2,10776,6594,72601258.8,71056944,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12504.4,12899,11370,142175028,146661630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13261.2,12824,5547,73559876.4,71134728,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10058,10205,18368,184745344,187445440,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9430.5,9092,5829,54970384.5,52997268,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9137.5,8933,17980,164292250,160615340,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11432.5,12108,9207,105259027.5,111478356,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15234.6,15693,5336,81291825.6,83737848,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10170.1,9820,6354,64620815.4,62396280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10017.3,10378,10137,101545370.1,105201786,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9141.1,9104,9651,88220756.1,87862704,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9997,9997,13115,131110655,131110655,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9581,9537,11208,107383848,106890696,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9677.1,9629,13745,133011739.5,132350605,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10249.4,10410,5360,54936784,55797600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10611.1,10921,13534,143610627.4,147804814,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11114.3,11493,11316,125769418.8,130054788,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9808.9,9252,9536,93537670.4,88227072,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10796.4,10847,11627,125529742.8,126118069,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10083.6,9873,14738,148612096.8,145508274,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9716.2,9735,12293,119441246.6,119672355,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10281.2,9634,18432,189503078.4,177573888,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10412.3,10155,19784,205996943.2,200906520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11884.6,11099,7109,84487621.4,78902791,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10366.1,10716,21358,221399163.8,228872328,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10811.5,10983,5008,54143992,55002864,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10549.8,11054,8279,87341794.2,91516066,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10010.8,10539,11501,115134210.8,121209039,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9505.2,9900,8535,81126882,84496500,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9234.4,9006,12622,116556596.8,113673732,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10779.1,10775,9174,98887463.4,98849850,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9745.6,9774,8823,85985428.8,86236002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9578,9335,5882,56337796,54908470,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9203.5,8301,7579,69753326.5,62913279,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9460.3,9043,6173,58398431.9,55822439,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9909.7,9102,10146,100543816.2,92348892,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11194.4,11470,7408,82928115.2,84969760,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9640.4,8858,14531,140084652.4,128715598,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10549,10300,7930,83653570,81679000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11344.6,11388,9533,108148071.8,108561804,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,39005.2,56149,15787,615775092.4,886424263,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9155.1,8952,44900,411063990,401944800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11068.6,11613,11993,132745719.8,139274709,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12551.5,12967,6852,86002878,88849884,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9539.5,9760,26483,252634578.5,258474080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9513.6,9185,9282,88305235.2,85255170,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9573.1,9758,34793,333076868.3,339510094,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10280.9,9687,6441,66219276.9,62393967,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10910.3,10989,10065,109812169.5,110604285,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10389.2,10482,12612,131028590.4,132198984,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12747.4,12615,40560,517034544,511664400,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10511.1,10109,4486,47152794.6,45348974,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11002.8,11234,7167,78857067.6,80514078,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9980.7,10498,13250,132244275,139098500,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9824.4,10054,27701,272145704.4,278505854,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14387.9,15120,6225,89564677.5,94122000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11612.9,11913,15488,179860595.2,184508544,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10998.2,10777,5149,56629731.8,55490773,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8509.9,8605,6464,55007993.6,55622720,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9119.7,9152,8842,80636387.4,80921984,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9882.6,9952,5805,57368493,57771360,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10682.7,10973,6404,68412010.8,70271092,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10031.7,9768,10701,107349221.7,104527368,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9429.8,8968,14560,137297888,130574080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8752.4,8532,7387,64653978.8,63025884,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10389,9939,5524,57388836,54903036,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9370.2,8975,13540,126872508,121521500,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15869.8,16423,8047,127704280.6,132155881,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9364.9,8741,7418,69468828.2,64840738,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9507.3,9136,8551,81296922.3,78121936,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10576.3,10262,5882,62209796.6,60361084,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10963.6,11141,6532,71614235.2,72773012,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11069.8,11767,9840,108926832,115787280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9122,9055,12131,110658982,109846205,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9812,9820,10986,107794632,107882520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8898.8,8366,7884,70158139.2,65957544,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12106.3,12595,36431,441044615.3,458848445,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7917.8,7612,6784,53714355.2,51639808,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9305.6,8782,8852,82373171.2,77738264,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17807.1,17791,6350,113075085,112972850,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9509.8,9409,81093,771178211.4,763004037,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12385.3,12674,67521,836267841.3,855761154,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9935.8,9513,9193,91339809.4,87453009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12328.6,11609,35513,437825571.8,412270417,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10557.7,10628,54965,580303980.5,584168020,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9556.7,9643,7491,71589239.7,72235713,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11110.2,11468,59186,657568297.2,678745048,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11385.4,10859,9498,108138529.2,103138782,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12684.9,13248,8786,111449531.4,116396928,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10996.8,10794,143568,1578788582,1549672992,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12104.6,12171,10110,122377506,123048810,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11988.6,12077,16527,198135592.2,199596579,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9366,9168,12593,117946038,115452624,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9884.9,9246,8921,88183192.9,82483566,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8919.3,8718,13503,120437307.9,117719154,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11155.9,11062,25977,289796814.3,287357574,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9884.2,9735,39695,392353319,386430825,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9854,9401,20195,199001530,189853195,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10363,10794,26500,274619500,286041000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13177.8,13961,8012,105580533.6,111855532,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9769.1,10740,3584,35012454.4,38492160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10090,9982,6374,64313660,63625268,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9504.1,9524,8326,79131136.6,79296824,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10030.8,10105,12349,123870349.2,124786645,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12231.1,12102,9936,121528209.6,120245472,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10709.9,9637,9092,97374410.8,87619604,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11515,11501,13412,154439180,154251412,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9670.6,8942,6065,58652189,54233230,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10342.9,10267,49272,509615368.8,505875624,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10546.4,10694,16340,172328176,174739960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10244,10155,24287,248796028,246634485,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12011.6,12366,5428,65198964.8,67122648,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13939,13939,40407,563233173,563233173,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10928.8,10863,51199,559543631.2,556174737,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9524.4,9513,4783,45555205.2,45500679,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9895.8,9897,14897,147417732.6,147435609,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9543.4,9809,15410,147063794,151156690,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9975.9,10038,13473,134405300.7,135241974,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11217.2,11049,10276,115267947.2,113539524,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10175,10190,40080,407814000,408415200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10252.9,10344,9592,98345816.8,99219648,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10837.9,10766,16824,182336829.6,181127184,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11103.5,11184,68844,764409354,769951296,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10011.5,10234,19551,195734836.5,200084934,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12870.4,12993,44633,574444563.2,579916569,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11216.5,10876,33575,376593987.5,365161700,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10443.8,10232,14012,146338525.6,143370784,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10256.7,9884,11090,113746803,109613560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11186.4,11185,37998,425060827.2,425007630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15431.1,15670,26250,405066375,411337500,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9573.4,9524,10374,99314451.6,98801976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7968.7,7695,8765,69845655.5,67446675,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13212.4,14136,10223,135070365.2,144512328,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10763.7,10172,66476,715527721.2,676193872,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13107.1,13791,11397,149381618.7,157176027,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11959,12196,17723,211949357,216149708,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9098.5,8989,6509,59222136.5,58509401,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10075.2,8777,16404,165273580.8,143977908,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10476.1,10473,12052,126257957.2,126220596,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10427.3,10360,56941,593740889.3,589908760,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10149.2,10392,113854,1155527017,1183170768,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10265.4,10255,6300,64672020,64606500,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11399.7,11631,28698,327148590.6,333786438,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10075.2,9951,11043,111260433.6,109888893,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13270,14609,4873,64664710,71189657,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13542.6,15880,2512,34019011.2,39890560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9787.7,9586,13500,132133950,129411000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9853.4,9869,28827,284043961.8,284493663,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16000.9,16261,5742,91877167.8,93370662,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13524,14240,3505,47401620,49911200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10178.4,10542,6101,62098418.4,64316742,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9238.1,9366,31951,295166533.1,299253066,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20036.6,18259,4685,93871471,85543415,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9681.6,9726,19700,190727520,191602200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10545.4,10631,14837,156462099.8,157732147,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13129.9,13476,36771,482799552.9,495525996,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9793.6,9744,29292,286874131.2,285421248,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10406.9,10486,11271,117296169.9,118187706,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12719.8,12904,41692,530313901.6,537993568,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10646.3,10184,12182,129693226.6,124061488,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11069.4,11117,40876,452472794.4,454418492,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9289,9289,33418,310419802,310419802,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8682.2,8425,7691,66774800.2,64796675,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11108,11505,20633,229191364,237382665,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10120.9,9561,42268,427790201.2,404124348,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11085.5,10999,34645,384057147.5,381060355,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14170.7,15712,19980,283130586,313925760,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10323.6,10241,17581,181499211.6,180047021,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10050.1,10109,16243,163243774.3,164200487,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11102.5,11505,21207,235450717.5,243986535,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16658.9,16539,894,14893056.6,14785866,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10937.4,11028,29032,317534596.8,320164896,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10968.1,11380,40633,445666807.3,462403540,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9616.9,9508,6563,63115714.7,62401004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10033.1,9205,16256,163098073.6,149636480,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12344.6,12452,6436,79449845.6,80141072,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10514.1,10652,21413,225138423.3,228091276,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9731.3,10560,6547,63710821.1,69136320,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10333.3,10247,73354,757988888.2,751658438,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13550,13303,7724,104660200,102752372,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10417.3,10845,18830,196157759,204211350,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9418.1,8969,28350,267003135,254271150,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9859.3,9918,14904,146943007.2,147817872,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9519.1,9699,14157,134761898.7,137308743,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11142.2,10705,7468,83209949.6,79944940,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10981.9,10570,16778,184254318.2,177343460,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9589.3,9713,7509,72006053.7,72934917,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10591.6,10526,41837,443120769.2,440376262,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9905.6,10861,11863,117510132.8,128844043,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9475,9475,152,1440200,1440200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10141.3,10126,9644,97802697.2,97655144,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9643.7,9079,10293,99262604.1,93450147,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9416.4,10094,45862,431854936.8,462931028,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10268.3,10234,7816,80257032.8,79988944,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9035.6,8829,25481,230236123.6,224971749,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11421.7,11645,14862,169749305.4,173067990,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10816.3,10757,12713,137507621.9,136753741,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9458.3,9622,18016,170400732.8,173349952,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10760.6,10413,6737,72494162.2,70152381,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13613.5,14186,7728,105205128,109629408,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12089.2,11862,25347,306424952.4,300666114,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9786,9636,10176,99582336,98055936,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12768.8,12867,6133,78311050.4,78913311,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11133.3,12680,13144,146336095.2,166665920,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10021.1,10012,16449,164837073.9,164687388,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9990.8,10133,29292,292650513.6,296815836,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16238.2,12307,4579,74354717.8,56353753,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10830.3,11123,4905,53122621.5,54558315,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10835.8,11831,6977,75601376.6,82544887,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13157.8,14296,13707,180353964.6,195955272,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9216.2,9134,20994,193484902.8,191759196,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11759,12448,12678,149080602,157815744,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11581.9,11441,90767,1051254317,1038465247,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9273,9178,25767,238937391,236489526,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10400.1,10915,9234,96034523.4,100789110,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12019.9,12012,7842,94260055.8,94198104,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9323.6,8899,16130,150389668,143540870,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9147.2,8954,103771,949214091.2,929165534,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8634,8344,11890,102658260,99210160,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10368.7,10050,15943,165308184.1,160227150,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10110.1,10543,18205,184054370.5,191935315,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14094,14452,21443,302217642,309894236,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11971.5,11616,12274,146938191,142574784,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13873.7,13886,6171,85614602.7,85690506,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10371.2,11182,6822,70752326.4,76283604,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9662.4,10084,5854,56563689.6,59031736,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10021.8,9593,19765,198080877,189605645,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11404.7,10982,26011,296647651.7,285652802,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11880.6,11990,8673,103040443.8,103989270,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11453.3,11921,10531,120614702.3,125540051,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12914.9,13186,19427,250897762.3,256164422,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11672.1,11656,10635,124132783.5,123961560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10805.3,10756,14655,158351671.5,157629180,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14094,13470,14558,205180452,196096260,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8010.5,7913,15074,120750277,119280562,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11842.6,11454,5093,60314361.8,58335222,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10507.6,10365,9468,99485956.8,98135820,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10051,9956,57501,577942551,572479956,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9833.2,9578,8092,79570254.4,77505176,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9512.8,9160,25369,241330223.2,232380040,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10510.9,11687,14132,148540038.8,165160684,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8953.7,8811,22878,204842748.6,201578058,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9606.6,9433,9511,91368372.6,89717263,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8981.9,8507,10989,98702099.1,93483423,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10366.1,10354,26804,277852944.4,277528616,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11356.5,11214,35895,407641567.5,402526530,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9802,9913,12362,121172324,122544506,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11926.4,11881,12397,147851580.8,147288757,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9358.4,9214,13870,129801008,127798180,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13083.6,13315,6031,78907191.6,80302765,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9827,10527,9216,90565632,97016832,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11118.8,11037,9451,105083778.8,104310687,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10881.4,10957,6853,74570234.2,75088321,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13366.9,12769,7028,93942573.2,89740532,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10936,12301,7507,82096552,92343607,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11649.8,11518,24983,291046953.4,287754194,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8922.2,8918,25345,226133159,226026710,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8842,8909,7133,63069986,63547897,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9203.6,9079,8576,78930073.6,77861504,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10749.9,10988,22482,241679251.8,247032216,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13779.6,14572,40201,553953699.6,585808972,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10495.4,11284,6898,72397269.2,77837032,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13769.8,13768,7955,109538759,109524440,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9635.5,9695,19034,183402107,184534630,,,,,,,,,,,,,,,,,,
